,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
1776,1689,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified, Selestina Bes,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
1777,3032,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,2018-12-31,95.0000000000001,Average,Somewhat safe,Neutral, Kiele Lanphere,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
1778,704,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Average,Somewhat safe,Neutral, Zeb Sannes,Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio condimentum id luctus nec molestie sed justo.
1779,1629,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,135.0,Average,Very safe,Somewhat satsified, Adair Derges,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
1780,2485,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified, Haze Breinlein,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
1782,3146,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,45.0,Average,Very safe,Neutral, Cletus Linton,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum.
1785,470,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,131.0,Clean,Neutral,Somewhat satsified, Judon Dionisio,Praesent lectus. Vestibulum quam sapien varius ut blandit non interdum in ante.
1786,1665,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,132.0,Clean,Very safe,Very satisfied, Zeke Mill,Vivamus vel nulla eget eros elementum pellentesque.
1787,1765,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Zorana Badder,Integer non velit. Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
1788,218,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified,Mr. Thurston Paffot,Praesent blandit.
1789,640,Thursday,ALASKA,NEW ORLEANS,Midwest US,Medium,Gates 50-59,2018-12-31,140.0,Somewhat clean,Somewhat safe,Very satisfied,Ms. Elna Trewman,Donec posuere metus vitae ipsum.
1791,2273,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified, Dollie Houndsom,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
1792,3219,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,160.0,Average,Very safe,Somewhat satsified, Rosabella Karoly,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem. Integer tincidunt ante vel ipsum.
1794,397,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified, Ali Spendlove,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
1796,332,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,200.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Hewitt Dahlborg,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
1797,1023,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,79.9999999999999,Clean,Very safe,Somewhat satsified,Dr. Thedric Camilletti,Suspendisse ornare consequat lectus. In est risus auctor sed tristique in tempus sit amet sem.
1798,1840,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,165.0,Average,Somewhat safe,Somewhat satsified, Lira Grute,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.
1799,2897,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,155.0,Clean,Very safe,Very satisfied, Lovell Tiplady,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
1801,1350,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,260.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Zarah Lougheid,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
1802,1376,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub     ,Gates 91-102,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Maynard Twiddell,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.
1803,1507,Wednesday,DELTA,LOS ANGELES,West US,Hub     ,Gates 40-48,2018-12-31,120.0,Clean,Very safe,Somewhat satsified, Ira Fildes,Donec ut dolor.
1804,1792,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,540.0,Somewhat clean,Very safe,Somewhat satsified, Elwyn Whatham,Duis mattis egestas metus.
1805,514,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,302.0,Somewhat clean,Very safe,Somewhat satsified, Stacee Laverack,Proin at turpis a pede posuere nonummy. Integer non velit.
1806,459,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,90.0,Clean,Very safe,Neutral, Henri Vasyutochkin,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
1807,1926,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,110.0,Average,Somewhat safe,Somewhat satsified, Odell Ghidini,Duis ac nibh.
1808,5,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,170.0,Somewhat clean,Very safe,Somewhat satsified, Nappie Scotney,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
1809,590,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified, Marni Fredi,Duis mattis egestas metus.
1810,1506,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,168.0,Clean,Very safe,Very satisfied, Robert Shire,Nulla nisl.
1811,1741,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,270.0,Clean,Very safe,Somewhat satsified,Ms. Cordie Hedley,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
1812,2208,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,725.0,Somewhat clean,Somewhat safe,Neutral, Rodrick Shirt,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.
1813,542,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied, Frederic Kingham,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
1814,1766,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Clean,Very safe,Very satisfied, Brittni Woollons,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum.
1815,1697,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,247.0,Somewhat clean,Very safe,Somewhat satsified, Thaine Moss,Phasellus sit amet erat.
1816,2439,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,250.0,Dirty,Neutral,Neutral, Estell Spondley,Donec semper sapien a libero. Nam dui.
1817,3283,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Pablo Garfoot,Nullam sit amet turpis elementum ligula vehicula consequat.
1819,703,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Average,Neutral,Somewhat satsified,Miss Astrid Begg,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem.
1820,304,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,152.0,Average,Neutral,Neutral, Jorgan Attrill,Suspendisse potenti.
1822,2953,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,60.00000000000011,Clean,Very safe,Somewhat satsified, Daron Feavers,Fusce posuere felis sed lacus.
1823,2196,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,74.9999999999999,Average,Somewhat safe,Neutral, Kermit Cordall,Nulla nisl.
1824,3002,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,80.0,Clean,Very safe,Very satisfied, Stephen Dowbakin,Morbi non lectus.
1825,2642,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,120.0,Clean,Somewhat safe,Somewhat satsified, Curr Brumble,Sed ante.
1826,2104,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,94.0,Somewhat clean,Neutral,Somewhat satsified, Davidson Spavon,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa. Donec dapibus.
1827,2237,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Very satisfied, Norean Lowcock,Morbi odio odio elementum eu interdum eu tincidunt in leo. Maecenas pulvinar lobortis est.
1828,199,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified, Graig Downton,Duis consequat dui nec nisi volutpat eleifend.
1829,1520,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,205.0,Clean,Neutral,Somewhat satsified, Dorine Fairholme,Nulla nisl. Nunc nisl.
1830,236,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,115.0,Average,Somewhat safe,Neutral, Iolande Garrique,Maecenas ut massa quis augue luctus tincidunt.
1831,1005,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245.0,Somewhat clean,Very safe,Neutral, Ana Seville,Proin interdum mauris non ligula pellentesque ultrices.
1832,1548,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,135.0,Clean,Very safe,Somewhat satsified, Norina Lademann,Etiam justo. Etiam pretium iaculis justo.
1833,1216,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Camala Crosi,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
1834,256,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified, Konstance Bellson,Nam dui.
1835,2211,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,2018-12-31,165.0,Somewhat clean,Somewhat safe,Somewhat satsified, Junina Lygo,Nam nulla. Integer pede justo lacinia eget tincidunt eget tempus vel pede.
1836,1963,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Average,Somewhat safe,Somewhat satsified, Dominik Haddacks,Nulla tempus.
1837,663,Friday,UNITED INTL,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,185.0,Somewhat clean,Very safe,Somewhat satsified, Howard Petz,Quisque id justo sit amet sapien dignissim vestibulum.
1838,1190,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Somewhat safe,Somewhat satsified, Sidoney Solway,Nunc purus.
1839,2951,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,165.0,Somewhat clean,Very safe,Very satisfied, Allianora De Cruze,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
1840,2976,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,135.0,Clean,Very safe,Very satisfied, Deanne Kepp,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
1841,739,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,245.0,Clean,Very safe,Very satisfied, Zedekiah Gaye,Nunc purus.
1843,1399,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified, Donal Gye,Sed ante.
1844,2676,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Clean,Very safe,Very satisfied, Marthe Clementson,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
1845,896,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,220.0,Somewhat clean,Very safe,Very satisfied, Morgun Pink,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1846,2639,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Clean,Very safe,Somewhat satsified, Clarisse Ganforth,Donec posuere metus vitae ipsum. Aliquam non mauris.
1847,201,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Average,Neutral,Somewhat satsified, Hendrika Weatherell,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
1848,3258,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,100.0,Average,Neutral,Neutral, Dorie Sivior,Ut at dolor quis odio consequat varius. Integer ac leo.
1849,2871,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,137.0,Somewhat clean,Somewhat safe,Somewhat satsified, Spense Sculley,Etiam justo. Etiam pretium iaculis justo.
1850,3067,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,365.0,Somewhat clean,Somewhat safe,Somewhat satsified, Josy Goneau,Maecenas ut massa quis augue luctus tincidunt.
1851,2033,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified, Neel Ballintyne,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl. Aenean lectus.
1852,784,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified, Loella Rapps,Morbi odio odio elementum eu interdum eu tincidunt in leo.
1854,1560,Wednesday,DELTA,ATLANTA,East US,Hub,Gates 40-48,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified, Rafaelia Bedenham,Suspendisse potenti.
1855,1462,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,179.0,Clean,Very safe,Very satisfied, Brandyn O'Hern,Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla.
1856,1761,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Very satisfied, Gwendolyn Thurske,Suspendisse accumsan tortor quis turpis. Sed ante.
1857,3252,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,120.0,Average,Somewhat safe,Neutral, Nani Spollen,Aliquam non mauris.
1858,2824,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,73.0,Somewhat clean,Very safe,Somewhat satsified, Connie Varran,Suspendisse potenti. Nullam porttitor lacus at turpis.
1859,1132,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,90.0,Somewhat clean,Very safe,Neutral,Mr. Steffie Itzkin,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1860,3106,Sunday,ALASKA,NEWARK,EAST US,    Hub,Gates 50-59,2018-12-31,99.99999999999979,Average,Neutral,Neutral, Sara Harhoff,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1861,1056,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,2018-12-31,355.0,Somewhat clean,Very safe,Somewhat satsified, Lyon Bird,Aenean sit amet justo. Morbi ut odio.
1863,1538,Thursday,DELTA,NEW YORK-JFK,EAST US,    Hub,Gates 40-48,2018-12-31,120.0,Average,Neutral,Neutral, Terrie Slyne,Nam nulla.
1865,1623,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,650.0,Clean,Very safe,Very satisfied, Zea Kofax,Vivamus tortor. Duis mattis egestas metus.
1866,675,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,75.0000000000001,Clean,Very safe,Very satisfied, Thorn Szymanski,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
1867,3069,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,305.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Sergent Norfolk,Integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci.
1868,3195,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,180.0,Average,Neutral,Neutral, Ailyn Gullyes,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique.
1869,1349,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,190.0,Somewhat clean,Very safe,Very satisfied, Sargent Branscomb,Morbi a ipsum. Integer a nibh.
1870,348,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,240.0,Average,Very safe,Somewhat satsified, Devland Caswill,Morbi odio odio elementum eu interdum eu tincidunt in leo.
1871,614,Thursday,ALASKA,NEWARK,EAST US,Hub     ,Gates 50-59,2018-12-31,140.0,Clean,Very safe,Somewhat satsified, Ogdan Esbrook,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
1872,1806,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied, Gaspar Bubbings,Aliquam sit amet diam in magna bibendum imperdiet.
1873,570,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified, Ranna Jedrzejewski,Suspendisse accumsan tortor quis turpis.
1874,824,Sunday,ALASKA,NASHVILLE,Midwest US,Medium,Gates 50-59,2018-12-31,126.0,Somewhat clean,Somewhat safe,Neutral, Bonnie Tugman,Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
1875,2252,Wednesday,UNITED,LOS ANGELES,West US,Hub     ,Gates 60-69,2018-12-31,125.0,Somewhat clean,Very safe,Neutral,Miss Simone Colliar,Nullam sit amet turpis elementum ligula vehicula consequat.
1876,1574,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified, Elenore Beevors,In hac habitasse platea dictumst.
1878,826,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,2018-12-31,126.0,Somewhat clean,Very safe,Somewhat satsified, Daphene Busek,Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
1879,2657,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Very safe,Neutral,Miss Iolanthe Leuren,Proin interdum mauris non ligula pellentesque ultrices.
1880,2781,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,595.0,Somewhat clean,Very safe,Somewhat satsified, Karina Audley,Vivamus tortor.
1882,2210,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Neutral, Ursa Schoolfield,Quisque ut erat. Curabitur gravida nisi at nibh.
1883,2164,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,213.0,Clean,Very safe,Very satisfied, Marice Corbie,Suspendisse accumsan tortor quis turpis. Sed ante.
1884,1658,Saturday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,2018-12-31,285.0,Somewhat clean,Neutral,Neutral, Sherill Grenshields,Nam tristique tortor eu pede.
1885,485,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,101.0,Clean,Very safe,Very satisfied, Christal Sebborn,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
1886,909,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Neutral, Mort Woltman,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
1887,1597,Thursday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,155.0,Average,Very safe,Somewhat satsified, Zeb Huckster,Nulla tempus.
1888,2434,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,    Medium,Gates 91-102,2018-12-31,640.0,Somewhat clean,Somewhat safe,Neutral, Loella Bradford,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante. Nulla justo.
1889,2341,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,125.0,Clean,Very safe,Neutral, Raviv Ellsom,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
1890,1049,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,445.0,Somewhat clean,Very safe,Very satisfied, Ali Duck,Sed ante. Vivamus tortor.
1891,928,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,135.0,Average,Neutral,Somewhat satsified, Darbee Thacke,Maecenas leo odio condimentum id luctus nec molestie sed justo.
1892,2982,Thursday,SOUTHWEST,SANTA ANA,West US,Medium,Gates 20-39,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified, Felita Vaune,Ut at dolor quis odio consequat varius.
1893,1849,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,285.0,Clean,Very safe,Very satisfied, Ronnie Mallison,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
1894,2696,Friday,UNITED,ORLANDO,East US,Hub,Gates 70-90,2018-12-31,122.0,Somewhat clean,Somewhat safe,Somewhat satsified, Cybil Bloore,Vestibulum rutrum rutrum neque.
